,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,price,mile_age,make,model,year,fuel,power,car_body_style,vehicle_condition,color,transmission,engine_size,description,linkofproduct
212,212.0,212.0,212.0,Mercedes c 180 compresseur,80 000 DT,113.0,Mercedes-Benz,190,2012.0,Essence,9.0,Autres,Avec kilométrage,Noir,Automatique,1.9,,https://www.tayara.tn/listings/voitures-9/0aa72d8a-5040-40a6-b0f4-53c4c675d644/mercedes-c-180-compresseur
213,213.0,213.0,213.0,Avendre Peugeot Partner b9,30 200 DT,170.0,Peugeot,Partner,2014.0,Diesel,5.0,Berline,Nouveau,Blanc,Manuelle,1.5,Avendre Peugeot Partner (B9) 3 place tt option modél fin 2014 . tél 52 531 398,https://www.tayara.tn/listings/voitures-9/e7aea9f8-5a51-4aa5-8ace-6eb21e021984/avendre-peugeot-partner-b9
214,214.0,214.0,214.0,A Vendre Golf 6 STYLE PLUS,43 DT,147.0,Volkswagen,Golf 6,2011.0,Essence,6.0,Compacte,Avec kilométrage,Noir,Manuelle,1.2,Golf 6 STYLE PLUS ANNÉE 2011 COMPTEUR 147000,https://www.tayara.tn/listings/voitures-9/cb03add3-a55f-40b4-b0c2-74f321331fd2/a-vendre-golf-6-style-plus
215,215.0,215.0,215.0,une belle astra première main peinture d'origine,0 DT,160000.0,Opel,Astra,2001.0,Essence,5.0,Autres,Nouveau,Gris,Manuelle,1.4,une belle astra g première main peinture d'origine tous les entretien sont fait rien à dépenser,https://www.tayara.tn/listings/voitures-9/ee7f035b-3136-4790-a91d-63aef651a8dc/une-belle-astra-premi%C3%A8re-main-peinture-d'origine
216,216.0,216.0,216.0,caddy sdi 2.0,21 000 DT,165000.0,Volkswagen,Caddy,2009.0,Diesel,8.0,Manuelle,2.0,Avec kilométrage,,,moteur mbaddel jdid,https://www.tayara.tn/listings/voitures-9/92a6f716-e7c4-494f-9ab9-a8d0a14ee733/caddy-sdi-2-0
217,217.0,217.0,217.0,AUDI Q3 TFSI,0 DT,140000.0,Audi,Q3,2013.0,Essence,13.0,Berline,Avec kilométrage,Noir,Automatique,2.0,_AUDI Q3 TFSI,https://www.tayara.tn/listings/voitures-9/b551ed84-f6be-4b8c-b764-6ab1ae7104f0/audi-q3-tfsi
218,218.0,218.0,218.0,504 ndhayfa mtaa keesba,0 DT,0.0,Peugeot,504,1999.0,Diesel,8.0,Autres,Avec kilométrage,Blanc,Manuelle,<1.0,00000000,https://www.tayara.tn/listings/voitures-9/7b7eac3d-05fd-48eb-b7e2-6e29f3248876/504-ndhayfa-mtaa-keesba
219,219.0,219.0,219.0,Symbole 2 neuf,22 900 DT,110.0,Renault,Symbol,2015.0,Essence,5.0,Compacte,Nouveau,Doré,Manuelle,1.2,A vendre symbol 2 neuf kol chay d origine tt options vitre électrique assistée climatisation fermutur central pour plus d info appler 98187889,https://www.tayara.tn/listings/voitures-9/4c2465c0-cb9a-45bb-978b-cfd6ae84f940/symbole-2-neuf-
220,220.0,220.0,220.0,voutier,11 000 DT,200000.0,Fiat,126,1100.0,Essence,1100.0,Autres,Nouveau,Bleu,Manuelle,>4.0,fiat,https://www.tayara.tn/listings/voitures-9/541a99bd-3340-4878-9e3d-e297b0e59389/voutier
221,221.0,221.0,221.0,BWM X6 X DRIVE,0 DT,160000.0,BMW,X6,2009.0,Diesel,19.0,Berline,Avec kilométrage,Noir,Automatique,3.5,_BWM X6 X DRIVE NEUFEEEEEE,https://www.tayara.tn/listings/voitures-9/94e53460-8af2-4162-9a82-e16f305d3ef4/bwm-x6-x-drive
222,222.0,222.0,222.0,forde fiesta,0 DT,200.0,Ford,Fiesta,2008.0,Essence,5.0,Compacte,Manuelle,Rouge,1.2,,ndhifa barcha,https://www.tayara.tn/listings/voitures-9/465b5b6c-dca3-4742-9e59-db98704c16c8/forde-fiesta
223,223.0,223.0,223.0,205 junior,8 500 DT,350000.0,Peugeot,205,1989.0,Essence,4.0,Berline,Avec kilométrage,Bleu,Manuelle,1.2,205 junior 4chv essence boîte 5 fermeture central wra9ha 5alssa vesita jdida,https://www.tayara.tn/listings/voitures-9/15a23da2-cac4-48a9-8df4-715662498e48/205-junior
224,224.0,224.0,224.0,407sw 2.0 essence neuve,0 DT,148000.0,Peugeot,407 SW,2007.0,Essence,9.0,Berline,Nouveau,Gris,Manuelle,2.0,Contact : 54052293,https://www.tayara.tn/listings/voitures-9/d56c0325-2023-4fc0-a9e7-4c25cac80e2b/407sw-2-0-essence-neuve
225,225.0,225.0,225.0,hyundai grand i10,35 DT,30300.0,Hyundai,I 10,2017.0,Essence,5.0,Avec kilométrage,Manuelle,Noir,1.2,,hyundai grand i10 1.2 gls hg 5cv noir,https://www.tayara.tn/listings/voitures-9/8f6bbe0f-0a37-4ee6-a82b-7789b83a6627/hyundai-grand-i10-
226,226.0,226.0,226.0,Mahindra KUV100 toute option,31 000 DT,15400.0,Mahindra,Hover,2018.0,Essence,5.0,Autres,Nouveau,Noir,Manuelle,3.0,"Mahindra toute option, kilometrage 15000,année 30/08/2018 .plus information:55808316",https://www.tayara.tn/listings/voitures-9/2296bbac-9e2c-4129-ad90-da354ec72b74/mahindra-kuv100-toute-option
227,227.0,227.0,227.0,,,,,,,,,,,,,,,https://www.tayara.tn/listings/voitures-9/fb2c3c86-1f98-4d66-8785-8d206056bfff/seat-leon-srline
228,228.0,228.0,228.0,Polo 6,17 500 DT,169000.0,Volkswagen,Polo,2006.0,Essence,4.0,Autres,Avec kilométrage,Gris,Manuelle,1.2,A vendre polo 6 nthifa krihba mta3 ksiba,https://www.tayara.tn/listings/voitures-9/afc3ae17-7443-4366-9ba3-04d91dde635f/polo-6
229,229.0,229.0,229.0,c4 essence 6cv 2012 tt options prix 27600 tel58923768 tel58716134,27 600 DT,180000.0,Citroen,C4,2012.0,Essence,6.0,Berline,Avec kilométrage,Noir,Manuelle,1.4,tel58923768,https://www.tayara.tn/listings/voitures-9/1caf0c53-97b8-4abf-8b0e-c6c27b8c0c73/c4-essence-6cv-2012-tt-options-prix-27600-tel58923768-tel58716134
230,230.0,230.0,230.0,ISUZU DMAX 4P,0 DT,165.0,Isuzu,D-MAX,-5.0,Diesel,8.0,Manuelle,>4.0,Blanc,,,tel 98202938,https://www.tayara.tn/listings/voitures-9/d4524d64-1be0-4658-ad53-ceb05bb9a53e/isuzu-dmax-4p
231,231.0,231.0,231.0,À vendre (pas d'échange),64 000 DT,109000.0,Mercedes-Benz,Classe A,2013.0,Essence,7.0,1.8,,Automatique,,,20 308 948,https://www.tayara.tn/listings/voitures-9/78a208f9-17b2-4bc5-b241-f54f55e9acf7/%C3%A0-vendre-(pas-d'%C3%A9change)
232,232.0,232.0,232.0,E200 Amg,0 DT,24000.0,Mercedes-Benz,Classe E,2016.0,Essence,10.0,Automatique,2.0,Noir,,,Tél:98413061,https://www.tayara.tn/listings/voitures-9/71d6c7f9-8a26-4767-b7e9-b59ff26f42e0/e200-amg
233,233.0,233.0,233.0,BIPPER 1.4,0 DT,334.0,Peugeot,Bipper,2013.0,Diesel,6.0,Berline,Nouveau,Noir,Manuelle,1.4,tout option climatiseur fairmetur sontral vitre électrique poste d'origine double clé 96722319,https://www.tayara.tn/listings/voitures-9/c5b67aaa-049c-473a-813b-33fe0bdef2cd/bipper-1-4
234,234.0,234.0,234.0,Mercedes-Benz C 280,0 DT,130000.0,Mercedes-Benz,280,2006.0,Essence,14.0,Berline,Avec kilométrage,Bleu,Automatique,2.8,Bonne Affaire : Mercedes-Benz C 280 AMG - 15 CV - 2.8 L,https://www.tayara.tn/listings/voitures-9/6368bdd2-bfc6-465f-93b9-9b7124e282c8/mercedes-benz-c-280
235,235.0,235.0,235.0,Audi Q3 TFSi,0 DT,79000.0,Audi,Q3,2015.0,Essence,8.0,4 x 4,Avec kilométrage,Blanc,Automatique,1.4,Audi Q3 TFSi - 8 CV- 1.4 L,https://www.tayara.tn/listings/voitures-9/157a7e74-d3de-49d5-be5f-c51cf4e0d2b2/audi-q3-tfsi
236,236.0,236.0,236.0,Nissan Juke Tekna,0 DT,0.0,Nissan,Juke,2020.0,Essence,6.0,Compacte,Nouveau,Blanc,Manuelle,1.2,Nissan Juke Tekna - 6 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/d51b62cf-b225-427d-868d-95206cfbdbd6/nissan-juke-tekna-
237,237.0,237.0,237.0,Renault Megane 2020,0 DT,0.0,Renault,Megane,2020.0,Essence,6.0,Berline,Nouveau,Gris,Automatique,1.2,Renault Megane 2020 - 6 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/950fa2ac-e3ef-43e2-9dca-2534e7a2c3a4/renault-megane-2020
238,238.0,238.0,238.0,KIA Sportage,0 DT,30000.0,Kia,Sportage,2018.0,Essence,8.0,Compacte,Avec kilométrage,Rouge,Automatique,1.6,KIA Sportage - 8 CV - 1.6 L,https://www.tayara.tn/listings/voitures-9/ae06cbbd-2579-404a-a5a4-1e913b2c7844/kia-sportage
239,239.0,239.0,239.0,Chevrolet Suburan,0 DT,150000.0,Chevrolet,Suburban,2007.0,Essence,31.0,Monospace,Avec kilométrage,Gris,Automatique,>4.0,Chevrolet Suburan - 31 CV - 5.8 L,https://www.tayara.tn/listings/voitures-9/6549ed41-8a7b-4196-9d7d-3f125cd0a59f/chevrolet-suburan
240,240.0,240.0,240.0,golf 7 TDI bande rouge importe,0 DT,150.0,Volkswagen,Golf 7,2014.0,Diesel,5.0,Compacte,Manuelle,Noir,1.6,,"golf 7 1.6 diesel importe d allemagne 5cv ,climatronic ,start and stop , frein électrique , auto hold ,Fermeture Centrale , Vitres électriques , Rétroviseur électriques et rabattable , Voulant multi-fonction ,USB/AUX , Bluetooth , Capteur de pluie ,Capteur de lumière, Accoudoir ,Radar de stationement avant/arriere",https://www.tayara.tn/listings/voitures-9/2b780ad3-39e5-4cd5-9f66-4a9959446e6a/golf-7-tdi-bande-rouge-importe-
241,241.0,241.0,241.0,Nissan Qashqai Tekna,0 DT,60000.0,Nissan,Qashqai,2015.0,Essence,6.0,Compacte,Avec kilométrage,Blanc,Manuelle,1.2,Nissan Qashqai Tekna - 6 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/03cc9535-ff5d-4318-bb77-4fee92e2e63b/nissan-qashqai-tekna
242,242.0,242.0,242.0,Mercedes-Benz CLA 200 Kit AMG,0 DT,100000.0,Mercedes-Benz,Classe CLA,2013.0,Essence,8.0,Berline,Avec kilométrage,Gris,Automatique,1.6,Mercedes-Benz CLA 200 Kit AMG - 8 CV - 1.6 L,https://www.tayara.tn/listings/voitures-9/297cf512-d8a5-4838-af2d-e72c6cd1e233/mercedes-benz-cla-200-kit-amg
243,243.0,243.0,243.0,Range Rover Evoque,0 DT,160000.0,Land Rover,Range Rover Evoque,2013.0,Diesel,8.0,4 x 4,Avec kilométrage,Blanc,Automatique,2.2,Range Rover Evoque - 8 CV - 2.2 L,https://www.tayara.tn/listings/voitures-9/68589876-7d72-4c1a-89be-eaa81396ba88/range-rover-evoque
244,244.0,244.0,244.0,Smart Passion,0 DT,50000.0,Smart,Smart,2016.0,Essence,5.0,Compacte,Avec kilométrage,Blanc,Automatique,1.2,Smart Passion - 5 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/52537969-a383-4a98-9c95-c539f04bd853/smart-passion
245,245.0,245.0,245.0,Hyundai Centennial VLC,0 DT,100000.0,Hyundai,Centennial,2007.0,Essence,16.0,Berline,Avec kilométrage,Noir,Automatique,>4.0,Hyundai Centennial VLC - 16 CV - 4.6 L,https://www.tayara.tn/listings/voitures-9/5c135391-f980-4f8a-93b9-f88a14e00ca8/hyundai-centennial-vlc
246,246.0,246.0,246.0,Chevrolet Silverado,0 DT,9000.0,Chevrolet,Silverado,2009.0,Essence,32.0,Pick up,Avec kilométrage,Rouge,Automatique,>4.0,Chevrolet Silverado - 32 CV - 5.8 L,https://www.tayara.tn/listings/voitures-9/613b1f91-a0dd-4ca1-b1db-e3d34fa3b83f/chevrolet-silverado
247,247.0,247.0,247.0,BMW X 6,0 DT,195000.0,BMW,X6,2008.0,Essence,21.0,4 x 4,Avec kilométrage,Noir,Automatique,3.0,BMW X 6 - 21 CV - 3.0 L,https://www.tayara.tn/listings/voitures-9/9cc85143-e234-4881-a103-08bf9cb86b0f/bmw-x-6
248,248.0,248.0,248.0,KIA Sorento,0 DT,227000.0,Kia,Sorento,2013.0,Diesel,12.0,4 x 4,Avec kilométrage,Gris,Automatique,2.2,KIA Sorento 12 CV - 2.2 L,https://www.tayara.tn/listings/voitures-9/65a5e308-f24e-464b-b97e-a404cb9a4c5b/kia-sorento
249,249.0,249.0,249.0,حفر وتنظيف الابار العميقة الفلاحية والمنزلية ولاية نابل وتونس الكبرى 97438543,0 DT,52000.0,Peugeot,3008,2019.0,Essence,4.0,Berline,Avec kilométrage,Blanc,Automatique,1.7,حفر وتنظيف الابار العميقة الفلاحية والمنزلية ولاية نابل وتونس الكبرى 97438543,https://www.tayara.tn/listings/voitures-9/e8f4c65d-aaed-4adf-9c15-0d5e6d919cb8/%D8%AD%D9%81%D8%B1-%D9%88%D8%AA%D9%86%D8%B8%D9%8A%D9%81-%D8%A7%D9%84%D8%A7%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D9%81%D9%84%D8%A7%D8%AD%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D9%86%D8%A7%D8%A8%D9%84-%D9%88%D8%AA%D9%88%D9%86%D8%B3-%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89-97438543
250,250.0,250.0,250.0,AMAROK TDI,62 900 DT,148000.0,Volkswagen,Amarok,2014.0,Diesel,7.0,Berline,Avec kilométrage,Noir,Manuelle,2.0,_AMAROK TDI,https://www.tayara.tn/listings/voitures-9/7a044e7c-f77d-4c47-8841-f8c1bda9111c/amarok-tdi
251,251.0,251.0,251.0,passat essence toutes options,0 DT,150.0,Volkswagen,Passat,2002.0,Essence,55765254.0,Nouveau,Manuelle,Bleu,1.6,,,https://www.tayara.tn/listings/voitures-9/abad1661-2787-45e9-8957-adcc05d417be/passat-essence-toutes-options-
252,252.0,252.0,252.0,Opel Swing,9 800 DT,170000.0,Opel,Corsa,2000.0,Essence,4.0,Avec kilométrage,Manuelle,Blanc,1.2,,,https://www.tayara.tn/listings/voitures-9/1cdae6d4-8ead-47ce-8168-e29dca8315ce/opel-swing
253,253.0,253.0,253.0,20 410 751سيتروان LNA,0 DT,11111.0,Citroen,2 CV,1983.0,Essence,4.0,Compacte,Avec kilométrage,Bleu,Manuelle,<1.0,سيارة في حالة جيدة,https://www.tayara.tn/listings/voitures-9/8a7b5851-c4f2-4786-bbb7-a8f5a081ea09/20-410-751%D8%B3%D9%8A%D8%AA%D8%B1%D9%88%D8%A7%D9%86-lna-
254,254.0,254.0,254.0,,,,,,,,,,,,,,,https://www.tayara.tn/listings/voitures-9/c29b7211-7b74-4bc3-941d-6114d602acf3/grand-punto
255,255.0,255.0,255.0,405,10 300 DT,0.0,Peugeot,405,1995.0,Diesel,7.0,Berline,Nouveau,Vert,Manuelle,1.6,405 ttoption Moteur Gazoil Ndif,https://www.tayara.tn/listings/voitures-9/56593bcc-1d55-4d74-87bf-02cc708e03b9/405-
256,256.0,256.0,256.0,nisan qachqai tikna,0 DT,160000.0,Nissan,Qashqai,2011.0,Diesel,6.0,Berline,Avec kilométrage,Noir,Manuelle,1.5,_nisan qachqai tikna,https://www.tayara.tn/listings/voitures-9/8b48a5a1-115f-4d54-9c20-cf2adf800fc7/nisan-qachqai-tikna
257,257.0,257.0,257.0,passat cc 1.8 essence . série 178 tu. année 2010,40 000 DT,145.0,Volkswagen,Passat,2010.0,Essence,9.0,Autres,Avec kilométrage,Blanc,Automatique,1.8,km 145,https://www.tayara.tn/listings/voitures-9/20bbe928-5348-495d-b65d-9fc975dfa49a/passat-cc-1-8-essence-s%C3%A9rie-178-tu-ann%C3%A9e-2010
258,258.0,258.0,258.0,ford,0 DT,10.0,Ford,Expedition,2018.0,Essence,5.0,1.2,,Manuelle,,,ecosport,https://www.tayara.tn/listings/voitures-9/72962c33-f379-46a4-8663-f0af1211ee73/ford
259,259.0,259.0,259.0,Skoda Fabia Hatch,33 900 DT,70000.0,Skoda,Fabia,2017.0,Essence,4.0,Compacte,Nouveau,Blanc,Manuelle,<1.0,"A vendre Skoda Fabia Hatch état comme neuf toutes options : climatronique, radar de recul, bluetooth, écran tactile, jantes alu 16"" etc....",https://www.tayara.tn/listings/voitures-9/d44ede16-a49a-40c3-aee1-bf30042ba099/skoda-fabia-hatch
260,260.0,260.0,260.0,Bizert,0 DT,97.0,Renault,Clio,2016.0,Diesel,6.0,Berline,Nouveau,Blanc,Manuelle,1.9,Clio dynamique dci importée du France Anne 2016 série 219 kilométrage 97 alf avec carnet d'entretien peinture dorijin karhba jedida tel 26530894 51530894,https://www.tayara.tn/listings/voitures-9/eef558c3-8a44-4d56-8f1e-f1307d306267/bizert
261,261.0,261.0,261.0,RENAULT FLUENCE BVA,1 DT,102000.0,Renault,Fluence,2015.0,Essence,7.0,Berline,Avec kilométrage,Noir,Automatique,1.6,A vendre Renault fluence bàite automatique année 2015 la voiture trés propre et en trés bonne état disponible au salon top autos autoroute de bizerte km5 ennahli apres sortie la gazela direction ariana vers geant pres meuble 5* Tél:25 216 216 / 26 999 000,https://www.tayara.tn/listings/voitures-9/60767118-2c02-414e-8e52-f41fc2e92056/renault-fluence-bva
262,262.0,262.0,262.0,Super 5,7 000 DT,204.0,Renault,Super 5,1990.0,Essence,4.0,Berline,Avec kilométrage,Bleu,Manuelle,1.2,Avendre Super 5 première main etat dorigine klm 204 mille volant sport jante allu par 15 moteur 4 ch tout les papier en règle prix negociable tel 58719982,https://www.tayara.tn/listings/voitures-9/65c3821c-5aef-4ea7-b3b2-c6256bde4fa8/super-5
263,263.0,263.0,263.0,golf 7 TDI BLUEMOTION,58 800 DT,149000.0,Volkswagen,Golf 7,2014.0,Diesel,5.0,Berline,Avec kilométrage,Bleu,Manuelle,1.6,_ golf 7 TDI BLUEMOTION,https://www.tayara.tn/listings/voitures-9/24577905-4e38-4c83-96e2-a3ef01d33106/golf-7-tdi-bluemotion
264,264.0,264.0,264.0,Citroën c-Elysée Tout option,0 DT,125.0,Citroen,C-Elysée,2014.0,Essence,5.0,Berline,Avec kilométrage,Gris,Manuelle,1.2,Citroën c-Elysée Tout option Penture d’origine tl 50041915,https://www.tayara.tn/listings/voitures-9/818fc210-7f7d-4987-b256-e8dd5311e610/citro%C3%ABn-c-elys%C3%A9e-tout-option-
265,265.0,265.0,265.0,RENAULT CLIO,16 500 DT,244.0,Renault,Clio,2001.0,Essence,4.0,Compacte,Avec kilométrage,Noir,Manuelle,1.2,A vendre clio année 2001 1er main carte grise,https://www.tayara.tn/listings/voitures-9/d9be557c-44bd-41b0-8cb0-46aac7628680/renault-clio
266,266.0,266.0,266.0,bmw serie 1.. tel 22214299,1 DT,315000.0,BMW,Serie 1,2004.0,Diesel,10.0,Berline,Avec kilométrage,Gris,Automatique,2.0,a vendre bmw serie 1.. importe d europe 2015.. serie tu 215.. moteur diesel 2..10ch..n47..177ch.. boumba nar fel kayes.. rare de trouve ce moteur sur serie 1... ecran. commande au vollant. regulateur de vitesse. boite auto............... meme les poigniers des portes lumineuse la nuit. double cle mawjoud papier on regle.. deja ataw 28000.. tel 22214299,https://www.tayara.tn/listings/voitures-9/5f84fec3-fde3-4deb-8701-e08b499a5d8c/bmw-serie-1-tel-22214299
267,267.0,267.0,267.0,camion dfsk,10 DT,100.0,Suzuki,Liana,1990.0,Essence,6.0,Autres,Avec kilométrage,Gris,Manuelle,1.8,a louer dfsk pour tous besoin,https://www.tayara.tn/listings/voitures-9/ab853f7d-9018-4dc7-b4e2-e65b81d83ac5/camion-dfsk
268,268.0,268.0,268.0,CLASS C 180 KIT AMG édition illimitée,138 000 DT,120000.0,Mercedes-Benz,Classe C,2014.0,Essence,9.0,Berline,Avec kilométrage,Blanc,Automatique,1.8,🇹🇳MERCEDES BENZ C 180 KIT AMG édition illimitée 🇹🇳,https://www.tayara.tn/listings/voitures-9/3486fd0c-c060-4c58-ba08-23366ce77379/class-c-180-kit-amg-%C3%A9dition-illimit%C3%A9e
269,269.0,269.0,269.0,"clio compus model 2008 ""sans climatiseur""",22 DT,173000.0,Renault,12,2008.0,Essence,4.0,Compacte,Avec kilométrage,Gris,Manuelle,1.2,karahba 1 ere main mahich mechya bacha ... ndhifa cote mecanique w cote toula w kol chay w ija chouf 3ala 3inik ... eli 7achtou yotlobni w jme3et 19 w surtt el gachara ma8ir mata3eb ro7ek w totlobni .. prix legerement negociable num 53 516 896,https://www.tayara.tn/listings/voitures-9/7933138a-d046-4761-af3d-b54a8bb5365e/clio-compus-model-2008-sans-climatiseur-
270,270.0,270.0,270.0,Une très belle Citroën b9,29 DT,230.0,Citroen,Berlingo,2015.0,Diesel,5.0,Autres,Nouveau,Gris,Manuelle,1.6,Une très belle Citroën b9,https://www.tayara.tn/listings/voitures-9/c981f7d3-a920-4b4f-b0c6-b7c7eac97feb/une-tr%C3%A8s-belle-citro%C3%ABn-b9-
271,271.0,271.0,271.0,Kia sportage,84 000 DT,140.0,Kia,Sportage,2017.0,Essence,8.0,4 x 4,Nouveau,Gris,Automatique,1.6,_kia sportage,https://www.tayara.tn/listings/voitures-9/b49e8ea6-2501-42ed-8e3a-121ab1eb14a8/kia-sportage
272,272.0,272.0,272.0,kia rio,0 DT,86.0,Kia,Rio,2017.0,Essence,5.0,Berline,Avec kilométrage,Noir,Manuelle,1.4,● A vendre kia rio,https://www.tayara.tn/listings/voitures-9/b63ea569-5024-47fe-8984-caff3f999c09/kia-rio
273,273.0,273.0,273.0,MG Zs sous leasing,35 000 DT,27000.0,Autres,Autres,2018.0,Essence,7.0,4 x 4,Nouveau,Blanc,Automatique,1.5,A vendre MG Zs luxe BVA,https://www.tayara.tn/listings/voitures-9/df9f0131-1c2a-4420-bc43-8405ef7a5771/mg-zs-sous-leasing
274,274.0,274.0,274.0,Peugeot partner,14 500 DT,12.0,Peugeot,Partner,2009.0,Diesel,7.0,Autres,Avec kilométrage,Gris,Manuelle,>4.0,Moteur jdid machi 12.000 km,https://www.tayara.tn/listings/voitures-9/46c5f95c-89b0-49cd-a134-86e27715f38b/peugeot-partner-
275,275.0,275.0,275.0,A vendre ou échange Mercedes c200 essence full options,0 DT,173.0,Mercedes-Benz,Classe C,2008.0,Essence,11.0,Berline,Avec kilométrage,Gris,Automatique,>4.0,a vendre ou échange type 204 mouteur N 271,https://www.tayara.tn/listings/voitures-9/58be4750-8c93-43fc-9669-698ce03a7720/a-vendre-ou-%C3%A9change-mercedes-c200-essence-full-options
276,276.0,276.0,276.0,Cherche chofour taxi bousta twilla,0 DT,1234.0,Peugeot,208,2016.0,Diesel,6.0,Berline,Nouveau,Jaune,Manuelle,1.6,"Cherche chofour taxi bousta twilla ikon yskon f 7ay tathamin. 7ay lintile9a, 7ay jomhoriya. Mnihlla, 7ay rafeha n tel 21016996",https://www.tayara.tn/listings/voitures-9/1e525697-df10-4e2a-ba92-bb67d73d5dc1/cherche-chofour-taxi-bousta-twilla
277,277.0,277.0,277.0,clio a vendre,13 200 DT,235.0,Renault,Clio,2007.0,Essence,5.0,Autres,Avec kilométrage,Vert,Manuelle,1.4,clio ttp,https://www.tayara.tn/listings/voitures-9/1baa16ac-76a6-48c2-9957-df7a61c47d3b/clio-a-vendre
278,278.0,278.0,278.0,bwm 318i,138 000 DT,16000.0,BMW,Serie 3,2019.0,Essence,7.0,Berline,Avec kilométrage,Gris,Automatique,1.8,_bwm 318i,https://www.tayara.tn/listings/voitures-9/f204449f-3f86-4cb0-a3e7-93c1fab9c174/bwm-318i
279,279.0,279.0,279.0,Hyundai grand i10 touttes options,28 000 DT,112000.0,Hyundai,Grand i10,2015.0,Essence,5.0,Avec kilométrage,Manuelle,Berline,1.2,,Tel 2245184,https://www.tayara.tn/listings/voitures-9/0779fc19-d218-4ef9-b46f-e073df5af0c6/hyundai-grand-i10-touttes-options
280,280.0,280.0,280.0,205 junior 58193674,0 DT,332000.0,Peugeot,205,1998.0,Essence,4.0,Berline,Avec kilométrage,Gris,Manuelle,1.2,bon état karousa w moteur.junior 4 ch essence m'en 3am 1998.awra9ha 5alsa .mousama b 8000d.tableau elkolo ye5dem w sala ndhifa.,https://www.tayara.tn/listings/voitures-9/29d9b0ba-c768-44f9-896b-4190f841b6b0/205-junior-58193674
281,281.0,281.0,281.0,A VENDRE Isuzu,0 DT,220.0,Isuzu,D-MAX,2014.0,Diesel,8.0,Berline,Nouveau,Blanc,Automatique,1.8,a VENDRE Isuzu,https://www.tayara.tn/listings/voitures-9/4d41599c-765d-4ac4-9044-00783445a4bd/a-vendre-isuzu
282,282.0,282.0,282.0,Mazda 2 Coupe Skyactive premier main,37 600 DT,129.0,Mazda,2,2017.0,Essence,5.0,Berline,Avec kilométrage,Bleu,Manuelle,1.5,Num: 23 823 799,https://www.tayara.tn/listings/voitures-9/2b71c925-254f-4816-b6d6-7d10ab6244f2/mazda-2-coupe-skyactive-premier-main-
283,283.0,283.0,283.0,golf 4 SDI,8 000 DT,300.0,Volkswagen,Golf 4,2001.0,Diesel,5.0,Autres,Avec kilométrage,Bleu,Manuelle,1.2,golf 4 sdi (بدون بطاقة رمادية _مسحوبة_),https://www.tayara.tn/listings/voitures-9/65dff2f1-5302-4181-a3a7-8176fafe2e8a/golf-4-sdi
284,284.0,284.0,284.0,Peugeot expert 3,19 DT,378000.0,Peugeot,Expert,2009.0,Diesel,5.0,Avec kilométrage,Manuelle,Blanc,1.6,,A vendre une très belle peugeot expert 3 année 2009,https://www.tayara.tn/listings/voitures-9/229bd361-f6aa-412b-b718-d4f03517d76b/peugeot-expert-3-
285,285.0,285.0,285.0,Fiat Punto 1,14 000 DT,185000.0,Fiat,Punto,2000.0,Essence,4.0,Compacte,Nouveau,Blanc,Manuelle,1.2,fiat punto 1 ère main,https://www.tayara.tn/listings/voitures-9/2a29c87c-ae15-4958-bd69-cd7f58539ef1/fiat-punto-1
286,286.0,286.0,286.0,Audi Q5 S line,110 000 DT,174000.0,Audi,Q5,2012.0,Diesel,10.0,Berline,Avec kilométrage,Blanc,Automatique,2.0,_audi Q5 pak S Line,https://www.tayara.tn/listings/voitures-9/ec2df485-0d70-46ee-bfbe-5268a8b2eef6/audi-q5-s-line
287,287.0,287.0,287.0,Une belle Renault Megane 3,0 DT,225.0,Renault,Megane,2011.0,Diesel,5.0,Compacte,Avec kilométrage,Autre,Manuelle,>4.0,Une voiture puissante 5cv diessel 90cv boîte 5,https://www.tayara.tn/listings/voitures-9/aab963e7-5a6b-4761-a1d9-cfc59caaceb4/une-belle-renault-megane-3
288,288.0,288.0,288.0,Bwm 320 d,0 DT,240.0,BMW,Serie 3,2008.0,Diesel,8.0,Berline,Avec kilométrage,Noir,Manuelle,2.0,_bwm 320 d,https://www.tayara.tn/listings/voitures-9/d63000c0-df18-448f-a3b0-6fea984590f0/bwm-320-d
289,289.0,289.0,289.0,ax pieces,26 050 874 DT,1999.0,AC,Cobra,1199.0,Essence,12.0,Compacte,Nouveau,Rouge,Manuelle,1.2,bizarre utiquie 26050874,https://www.tayara.tn/listings/voitures-9/0335738a-e4b0-4254-a57c-2fda64639031/ax-pieces
